Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE
4457.75,45.397667,2.741079,11897.9,39035.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,45.397114,2.741165,11898,39035.4,175,,,U 3.0,91.88,,89.75,89.75,,,False (0),False (0),False (0),False (0),0,0,343.1,1161,1168,,,,,442.9,,,-32.25,0.775,Display - Mach (0),478,239.3,,N45 23.82,
4458.25,45.396561,2.741251,11898,39035.5,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458.5,45.396004,2.741337,11898,39035.5,175,,,U 3.0,,,,,,0,,,,,,,342.4,,,,,,,,,,,,,,,,,
4458.75,45.395447,2.741422,11898,39035.6,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,45.39489,2.741508,11898.1,39035.7,175,,,U 3.0,,,,,,,False (0),False (0),False (0),False (0),0,0,,1161,1168,,,,0,443.2,,,-32.25,0.775,Display - Mach (0),478,239.5,E002 44.48,,
4459.25,45.394333,2.741594,11898.1,39035.9,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459.5,45.393776,2.74168,11898.2,39036.1,175,,,U 3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4459.75,45.393215,2.741766,11898.3,39036.4,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,45.392658,2.741852,11898.4,39036.8,175,,,U 3.0,,89.8,89.75,89.75,,0,False (0),False (0),False (0),False (0),0,0,,1161,1168,,,,,443.5,,,-32,0.775,Display - Mach (0),478,239.5,,,
4460.25,45.392101,2.741938,11898.5,39037.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460.5,45.391541,2.742023,11898.7,39037.7,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460.75,45.390984,2.74211,11898.8,39038.1,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,45.390427,2.742195,11898.9,39038.5,175,,35.5,U 3.0,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1161,1168,,,,,443.5,,,-32,0.775,Display - Mach (0),478,239.5,,,
4461.25,45.38987,2.742281,11899,39038.8,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461.5,45.389313,2.742367,11899.1,39039.1,175,,35,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461.75,45.388756,2.742453,11899.2,39039.3,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,45.388203,2.742539,11899.2,39039.3,175,,,U 3.0,91.75,,89.63,89.63,,,False (0),False (0),False (0),False (0),0.4,0,342.8,1154,1161,,,,,443.3,,,-32.25,0.776,Display - Mach (0),478,239.5,,N45 23.29,
4462.25,45.387653,2.742625,11899.2,39039.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462.5,45.387104,2.742711,11899.1,39039.1,175,,,U 3.0,,,,,,0,,,,,,,341.7,,,,,,,,,,,,,,,,,
4462.75,45.386559,2.742796,11899.1,39039,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,45.386009,2.742882,11899.1,39039.2,175,,,U 3.0,,,,,,,False (0),False (0),False (0),False (0),0,0,,1154,1154,,,,,443.6,,,-32.25,0.776,Display - Mach (0),478,239.8,E002 44.57,,
4463.25,45.385464,2.742968,11899.2,39039.5,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463.5,45.384914,2.743054,11899.4,39039.9,175,,,U 3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4463.75,45.384369,2.74314,11899.4,39040.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,45.383823,2.743226,11899.5,39040.3,175,,,U 3.0,,89.6,89.5,89.63,,0,False (0),False (0),False (0),False (0),0,0,,1154,1161,,,,,443.7,,,-32.25,0.777,Display - Mach (0),478,239.8,,,
4464.25,45.383274,2.743312,11899.5,39040.3,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464.5,45.382729,2.743397,11899.4,39040.1,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464.75,45.382179,2.743484,11899.4,39040,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,45.381634,2.743569,11899.4,39040.1,175,,35,U 3.0,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1154,1161,,,,,444.4,,,-32.25,0.777,Display - Mach (0),478,240.3,,,
4465.25,45.381084,2.743655,11899.5,39040.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465.5,45.380539,2.743741,11899.5,39040.4,175,,34,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465.75,45.37999,2.743827,11899.6,39040.6,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,45.379444,2.743913,11899.7,39040.9,175,,,U 3.0,91.75,,89.5,89.5,,,False (0),False (0),False (0),False (0),0,0,342.1,1154,1161,,,,,444.3,,,-32,0.777,Display - Mach (0),478,240,,N45 22.76,
4466.25,45.378899,2.743999,11899.7,39041.1,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466.5,45.378349,2.744085,11899.8,39041.4,175,,,U 3.0,,,,,,0,,,,,,,340.7,,,,,,,,,,,,,,,,,
4466.75,45.377804,2.74417,11899.9,39041.5,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,45.377254,2.744256,11899.9,39041.5,175,,,U 2.8,,,,,,,False (0),False (0),False (0),False (0),0,0,,1154,1161,,,,,444,,,-32.25,0.777,Display - Mach (0),478,240,E002 44.65,,
4467.25,45.376709,2.744342,11899.8,39041.4,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467.5,45.37616,2.744428,11899.8,39041.3,175,,,U 2.8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4467.75,45.375614,2.744514,11899.8,39041.2,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,45.375065,2.7446,11899.8,39041.2,175,,,U 3.0,,89.5,89.5,89.5,,0,False (0),False (0),False (0),False (0),0,0,,1154,1161,,,,,444,,,-32.25,0.777,Display - Mach (0),478.5,240,,,
4468.25,45.374519,2.744686,11899.8,39041.3,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468.5,45.373974,2.744771,11899.9,39041.5,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468.75,45.373425,2.744858,11899.9,39041.7,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,45.372879,2.744943,11899.9,39041.8,175,,35,U 3.0,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1154,1161,,,,,443.7,,,-32.25,0.776,Display - Mach (0),478.5,239.8,,,
4469.25,45.37233,2.745029,11900,39041.9,175.1,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469.5,45.371784,2.745115,11900,39041.9,175.2,,35,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469.75,45.371235,2.745201,11900,39041.9,175.3,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,45.370682,2.745287,11899.9,39041.8,175.4,,,U 2.8,91.63,,89.5,89.5,,,False (0),False (0),False (0),False (0),0,0,341.7,1154,1154,,,,,443.3,,,-32.25,0.776,Display - Mach (0),478.5,239.5,,N45 22.24,
4470.25,45.370129,2.745373,11899.9,39041.6,175.3,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470.5,45.369572,2.745459,11899.8,39041.4,175.2,,,U 2.8,,,,,,0,,,,,,,340.7,,,,,,,,,,,,,,,,,
4470.75,45.369015,2.745544,11899.8,39041.2,175.1,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,45.368458,2.74563,11899.7,39041,175,61109,,U 2.8,,,,,,,False (0),False (0),False (0),False (0),0,0,,1154,1154,,,,,442.9,,,-32.25,0.775,Display - Mach (0),478.5,239.3,E002 44.73,,
4471.25,45.367901,2.745716,11899.6,39040.8,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471.5,45.367344,2.745802,11899.5,39040.5,175,,,U 2.8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4471.75,45.366783,2.745888,11899.5,39040.3,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,45.366226,2.745974,11899.4,39040,175,,,U 2.8,,89.5,89.38,89.38,,0,False (0),False (0),False (0),False (0),0,0,,1154,1154,,,,,442.7,,,-32.5,0.775,Display - Mach (0),478.5,239.3,,,
4472.25,45.365669,2.74606,11899.3,39039.8,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472.5,45.365108,2.746146,11899.3,39039.6,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472.75,45.364552,2.746232,11899.2,39039.4,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,45.363995,2.746317,11899.2,39039.2,175,,36,U 2.8,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1154,1147,,,,,442.7,,,-32.5,0.775,Display - Mach (0),478.5,239.3,,,
4473.25,45.363438,2.746403,11899.1,39039.2,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473.5,45.362881,2.746489,11899.1,39039.1,175,,36.5,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473.75,45.362324,2.746575,11899.1,39039,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,45.361771,2.746661,11899,39038.8,175,,,U 2.8,91.63,,89.25,89.38,,,False (0),False (0),False (0),False (0),0,0,342.1,1139,1147,,,,,442.1,,,-32.75,0.774,Display - Mach (0),478.5,239,,N45 21.70,
4474.25,45.361217,2.746747,11898.9,39038.4,175.1,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474.5,45.360668,2.746833,11898.8,39038,175.2,,,U 2.8,,,,,,0,,,,,,,341.4,,,,,,,,,,,,,,,,,
4474.75,45.360123,2.746918,11898.7,39037.6,175.3,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,45.359573,2.747004,11898.6,39037.3,175.4,,,U 2.8,,,,,,,False (0),False (0),False (0),False (0),0,0,,1147,1147,,,,,442.1,,,-32.75,0.774,Display - Mach (0),478.5,239,E002 44.81,,
4475.25,45.359028,2.74709,11898.5,39037,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475.5,45.358479,2.747176,11898.4,39036.7,175.4,,,U 2.8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4475.75,45.357933,2.747262,11898.3,39036.4,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,45.357388,2.747348,11898.2,39036,175.4,,,U 2.8,,89.3,89.25,89.25,,0,False (0),False (0),False (0),False (0),0,0,,1147,1147,,,,,442,,,-32.75,0.774,Display - Mach (0),478.5,239,,,
4476.25,45.356838,2.747434,11898.1,39035.6,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476.5,45.356293,2.74752,11897.9,39035.2,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476.75,45.355743,2.747606,11897.8,39034.6,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,45.355198,2.747691,11897.6,39034.1,175.4,,37,U 2.8,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1139,1147,,,,,441.7,,,-32.75,0.773,Display - Mach (0),478.5,238.8,,,
4477.25,45.354649,2.747777,11897.4,39033.4,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477.5,45.354103,2.747863,11897.2,39032.7,175.4,,37.5,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477.75,45.353554,2.747949,11896.9,39032,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,45.353008,2.748035,11896.7,39031.2,175.4,,,U 2.8,91.5,,89.25,89.25,,,False (0),False (0),False (0),False (0),0,0,342.4,1147,1147,,,,,441.4,,,-33,0.773,Display - Mach (0),479,238.8,,N45 21.17,
4478.25,45.352463,2.748121,11896.5,39030.5,175.4,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478.5,45.351913,2.748207,11896.3,39029.8,175.4,,,U 2.8,,,,,,0,,,,,,,342.1,,,,,,,,,,,,,,,,,
4478.75,45.351368,2.748292,11896.1,39029.1,175.4,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,45.350819,2.748379,11895.9,39028.6,175.4,,,U 3.0,,,,,,,False (0),False (0),False (0),False (0),0,0,,1139,1147,,,,,441.4,,,-33,0.773,Display - Mach (0),479,238.8,E002 44.90,,
4479.25,45.350273,2.748464,11895.8,39028.2,175.4,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479.5,45.349724,2.74855,11895.7,39027.9,175.4,,,U 3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4479.75,45.349178,2.748636,11895.6,39027.6,175.4,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,45.348629,2.748722,11895.5,39027.2,175.4,,,U 3.0,,89.3,89.13,89.25,,0,False (0),False (0),False (0),False (0),0,0,,1139,1139,,,,,441.4,,,-33,0.773,Display - Mach (0),479,238.8,,,
4480.25,45.348083,2.748808,11895.4,39026.8,175.4,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480.5,45.347538,2.748894,11895.2,39026.3,175.4,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480.75,45.346989,2.74898,11895.1,39025.8,175.4,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,45.346443,2.749065,11894.9,39025.4,175.4,,37.5,U 3.0,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1139,1139,,,,,441.3,,,-33,0.774,Display - Mach (0),479,238.8,,,
4481.25,45.345894,2.749151,11894.8,39024.9,175.3,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481.5,45.345348,2.749237,11894.6,39024.4,175.2,,38,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481.75,45.344799,2.749323,11894.5,39023.9,175.1,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,45.344254,2.749409,11894.3,39023.4,175,,,U 3.0,91.38,,89.13,89.13,,,False (0),False (0),False (0),False (0),0,0,343.1,1139,1147,,,,,441.7,,,-33,0.774,Display - Mach (0),479,239,,N45 20.65,
4482.25,45.343708,2.749495,11894.2,39022.9,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482.5,45.343159,2.749581,11894,39022.4,175,,,U 3.0,,,,,,0,,,,,,,342.8,,,,,,,,,,,,,,,,,
4482.75,45.342613,2.749666,11893.9,39022,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,45.342064,2.749753,11893.8,39021.6,175,,,U 3.0,,,,,,,False (0),False (0),False (0),False (0),0,0,,1139,1139,,,,,441.8,,,-33.25,0.775,Display - Mach (0),479,239.3,E002 44.98,,
4483.25,45.341518,2.749838,11893.7,39021.3,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483.5,45.340973,2.749924,11893.6,39021,175,,,U 3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4483.75,45.340427,2.75001,11893.5,39020.8,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,45.339882,2.750096,11893.5,39020.7,175,,,U 3.2,,89.1,89,89.13,,0,False (0),False (0),False (0),False (0),0,0,,1139,1139,,,,,442.9,,,-33.25,0.777,Display - Mach (0),479,240,,,
4484.25,45.339333,2.750182,11893.5,39020.6,175.1,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484.5,45.338787,2.750268,11893.5,39020.6,175.2,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484.75,45.338238,2.750354,11893.4,39020.5,175.3,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,45.337692,2.750439,11893.4,39020.4,175.4,,37,U 3.2,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1139,1139,,,,,444.6,,,-33,0.78,Display - Mach (0),479,241,,,
4485.25,45.337143,2.750525,11893.4,39020.2,175.3,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485.5,45.336597,2.750611,11893.3,39020,175.2,,35,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485.75,45.336048,2.750697,11893.3,39019.9,175.1,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,45.335503,2.750783,11893.3,39019.9,175,,,U 3.2,91.38,,89.13,89.13,,,False (0),False (0),False (0),False (0),0,0,342.8,1139,1147,,,,,446,,,-32.75,0.782,Display - Mach (0),479,241.8,,N45 20.12,
4486.25,45.334957,2.750869,11893.3,39020,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486.5,45.334408,2.750955,11893.3,39020.2,175,,,U 3.2,,,,,,0,,,,,,,340.7,,,,,,,,,,,,,,,,,
4486.75,45.333862,2.75104,11893.4,39020.4,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,45.333313,2.751127,11893.5,39020.6,175,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0,0,,1139,1147,,,,,446.4,,,-32.75,0.783,Display - Mach (0),479,242,E002 45.06,,
4487.25,45.332767,2.751212,11893.6,39020.9,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487.5,45.332218,2.751298,11893.6,39021.1,175,,,U 3.2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4487.75,45.331673,2.751384,11893.7,39021.4,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,45.331123,2.75147,11893.8,39021.6,175,,,U 3.2,,89.1,89.13,89.13,,0,False (0),False (0),False (0),False (0),0,0,,1147,1147,,,,,447.2,,,-32.25,0.783,Display - Mach (0),478.5,242.3,,,
4488.25,45.330578,2.751556,11893.9,39021.9,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488.5,45.330032,2.751642,11893.9,39022.1,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488.75,45.329483,2.751728,11894.1,39022.5,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,45.328938,2.751813,11894.2,39023,175,,33.5,U 3.2,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1147,1147,,,,,447.4,,,-32,0.783,Display - Mach (0),478.5,242.3,,,
4489.25,45.328388,2.751899,11894.4,39023.6,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489.5,45.327843,2.751985,11894.6,39024.3,175,,31.5,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489.75,45.327293,2.752071,11894.8,39024.9,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,45.32674,2.752157,11895,39025.6,175,,,U 3.2,91.5,,89.13,89.25,,,False (0),False (0),False (0),False (0),0,0,342.4,1147,1147,,,,,447.1,,,-32,0.783,Display - Mach (0),478.5,242,,N45 19.60,
4490.25,45.326187,2.752243,11895.2,39026.1,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490.5,45.32563,2.752329,11895.3,39026.7,175,,,U 3.2,,,,,,0,,,,,,,341.4,,,,,,,,,,,,,,,,,
4490.75,45.325073,2.752415,11895.5,39027.1,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,45.324516,2.752501,11895.6,39027.4,175,,,U 3.2,,,,,,,False (0),False (0),False (0),False (0),0,0,,1147,1147,,,,,447.7,*256.00,,-31.75,0.783,Display - Mach (0),478.5,242.3,E002 45.14,,
4491.25,45.323959,2.752586,11895.6,39027.6,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491.5,45.323402,2.752672,11895.6,39027.6,175,,,U 3.2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4491.75,45.322842,2.752758,11895.7,39027.8,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,45.322285,2.752844,11895.8,39028.1,175,,,U 3.2,,89.3,89.25,89.25,,0,False (0),False (0),False (0),False (0),0,0,,1147,1154,,,,,448.3,,,-31.5,0.784,Display - Mach (0),478,242.5,,,
4492.25,45.321728,2.75293,11895.9,39028.4,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492.5,45.321167,2.753016,11896,39028.9,175,,,U 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492.75,45.32061,2.753102,11896.1,39029.3,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,45.320053,2.753187,11896.2,39029.7,175,,31.5,U 3.0,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1139,1154,,,,,448.9,,,-31.25,0.785,Display - Mach (0),478,242.8,,,
4493.25,45.319496,2.753273,11896.3,39030,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493.5,45.318939,2.753359,11896.4,39030.3,175,,29,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493.75,45.318382,2.753445,11896.6,39030.7,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,45.317829,2.753531,11896.7,39031.3,175,,,U 3.0,91.63,,89.25,89.25,,,False (0),False (0),False (0),False (0),0,0,343.5,1147,1154,,,,,449.3,,,-31.25,0.786,Display - Mach (0),478,243,,N45 19.06,
4494.25,45.317276,2.753617,11897,39032.1,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494.5,45.316727,2.753703,11897.3,39033,175,,,U 3.0,,,,,,0,,,,,,,343.8,,,,,,,,,,,,,,,,,
4494.75,45.316181,2.753789,11897.5,39033.9,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,45.315632,2.753875,11897.7,39034.6,175,,,U 3.0,,,,,,,False (0),False (0),False (0),False (0),0,0,,1147,1154,,,,,450.1,,,-31.25,0.787,Display - Mach (0),478,243.5,E002 45.23,,
4495.25,45.315086,2.75396,11897.9,39035.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495.5,45.314537,2.754046,11898.1,39035.8,175,,,U 3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4495.75,45.313992,2.754132,11898.3,39036.3,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,45.313446,2.754218,11898.4,39036.7,175,,,U 3.0,,89.3,89.25,89.25,,0,False (0),False (0),False (0),False (0),0,0,,1147,1154,,,,,450.3,,,-31,0.787,Display - Mach (0),478,243.5,,,
4496.25,45.312897,2.754304,11898.5,39037.1,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496.5,45.312351,2.75439,11898.6,39037.4,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496.75,45.311802,2.754476,11898.7,39037.8,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,45.311256,2.754561,11898.9,39038.3,175,,29,U 3.0,,,,,0,,False (0),False (0),False (0),False (0),0.4,0,,1147,1147,,,,,450.3,,,-31,0.787,Display - Mach (0),478,243.5,,,
4497.25,45.310707,2.754647,11899.1,39038.9,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497.5,45.310162,2.754733,11899.3,39039.6,175,,27.5,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497.75,45.309612,2.754819,11899.4,39040.2,175,,,U 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,45.309067,2.754905,11899.6,39040.7,175,,,U 3.0,91.63,,89.25,89.25,,,False (0),False (0),False (0),False (0),0,0,343.8,1147,1147,,,,,450.4,,,-31,0.788,Display - Mach (0),478,243.5,,N45 18.54,
4498.25,45.308521,2.754991,11899.7,39041.1,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498.5,45.307972,2.755077,11899.8,39041.4,175,,,U 2.8,,,,,,0,,,,,,,342.1,,,,,,,,,,,,,,,,,
4498.75,45.307426,2.755163,11899.9,39041.8,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,45.306877,2.755249,11900.1,39042.3,175,,,U 2.8,,,,,,,False (0),False (0),False (0),False (0),0,0,,1147,1154,,,,,450.8,,*0.00,-31,0.788,Display - Mach (0),477.5,243.8,E002 45.31,,
4499.25,45.306332,2.755334,11900.3,39043,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499.5,45.305782,2.75542,11900.5,39043.6,175,,,U 2.8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4499.75,45.305237,2.755506,11900.7,39044.3,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,45.304688,2.755592,11900.8,39044.8,175,,,U 2.8,,89.3,89.13,89.25,,0,False (0),False (0),False (0),False (0),0,0,,1147,1154,,,,,450.8,,,-31,0.788,Display - Mach (0),477.5,243.8,,,
4500.25,45.304142,2.755678,11901,39045.2,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500.5,45.303596,2.755764,11901.1,39045.5,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500.75,45.303047,2.75585,11901.2,39045.9,175,,,U 2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,45.302502,2.755935,11901.3,39046.4,175,,28,U 2.8,,,,,0,,False (0),False (0),False (0),False (0),0,0,,1147,1147,,,,,451.2,,,-31,0.788,Display - Mach (0),477.5,244,,,
