Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE
482,52.321095,4.733421,-1.2,-4,310,,,D 0.7,58.38,,19.5,19.5,,,True (1),True (1),True (1),True (1),41.8,5,0,356,356,,,,,44.8,,,16.25,0.15,Display - IAS (1),27,45,,N52 19.24,
482.25,52.321114,4.733378,-1.2,-4,310.8,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482.5,52.321136,4.733335,-1.2,-4,311.6,,,D 0.7,,,,,,5.1,,,,,,,311.8,,,,,,,,,,,,,,,,,
482.75,52.321159,4.733295,-1.2,-4,312.4,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,52.321178,4.733256,-1.2,-4,313.2,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,3529,,,,44.8,,,16,0.15,Display - IAS (1),26.5,45,E004 43.99,,
483.25,52.321201,4.73322,-1.2,-4,313.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483.5,52.32122,4.733185,-1.2,-4,314.6,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
483.75,52.321243,4.733153,-1.2,-4,315.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,52.321266,4.733121,-1.2,-4,316,,,D 0.9,,19.8,19.75,19.75,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,16,0.15,Display - IAS (1),26.5,45,,,
484.25,52.321285,4.733089,-1.2,-4,316.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.5,52.321308,4.733057,-1.2,-4,317.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484.75,52.321331,4.733025,-1.2,-4,317.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,52.32135,4.732992,-1.2,-4,318.5,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),26.5,45,,,
485.25,52.321373,4.73296,-1.2,-4,318.7,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.5,52.321396,4.732928,-1.2,-4,319,,72.5,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.75,52.321415,4.732896,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,52.321438,4.732863,-1.2,-4,319.5,,,D 0.7,58.63,,19.88,19.88,,,True (1),True (1),True (1),True (1),41.8,5,0,341,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),26.5,45,,N52 19.26,
486.25,52.321457,4.732831,-1.2,-4,319.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.5,52.32148,4.732799,-1.2,-4,319.7,,,D 0.7,,,,,,5.1,,,,,,,319.2,,,,,,,,,,,,,,,,,
486.75,52.321503,4.732767,-1.2,-4,319.8,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,52.321522,4.732735,-1.2,-4,319.9,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,0,,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,E004 43.96,,
487.25,52.321545,4.732703,-1.2,-4,319.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487.5,52.321564,4.73267,-1.2,-4,319.9,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
487.75,52.321587,4.732638,-1.2,-4,319.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,52.321609,4.732606,-1.2,-4,319.9,,,D 1.1,,19.9,19.88,19.88,,5.2,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,,,
488.25,52.321629,4.732574,-1.2,-4,319.8,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.5,52.321651,4.732542,-1.2,-4,319.7,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.75,52.321674,4.73251,-1.2,-4,319.6,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,52.321693,4.732477,-1.2,-4,319.5,,0,D 1.1,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,,,
489.25,52.321716,4.732445,-1.2,-4,319.5,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.5,52.321739,4.732413,-1.2,-4,319.5,,72.5,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.75,52.321758,4.732381,-1.2,-4,319.5,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,52.321781,4.732348,-1.2,-4,319.5,,,D 1.1,58.63,,20,20,,,True (1),True (1),True (1),True (1),41.8,5,0,341,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,,N52 19.28,
490.25,52.3218,4.732316,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.5,52.321823,4.732284,-1.2,-4,319.5,,,D 1.2,,,,,,5.1,,,,,,,318.2,,,,,,,,,,,,,,,,,
490.75,52.321846,4.732252,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,52.321865,4.73222,-1.2,-4,319.5,,,D 1.2,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,,0,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,E004 43.93,,
491.25,52.321888,4.732188,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.5,52.321907,4.732155,-1.2,-4,319.5,,,D 1.2,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
491.75,52.32193,4.732123,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,52.321953,4.732091,-1.2,-4,319.5,,,D 1.2,,20,20,20,,5.2,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,,,
492.25,52.321972,4.732059,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.5,52.321995,4.732027,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.75,52.322018,4.731995,-1.2,-4,319.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,52.322037,4.731962,-1.2,-4,319.5,,0,D 1.4,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),26.5,45,,,
493.25,52.32206,4.73193,-1.2,-4,319.4,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.5,52.322083,4.731898,-1.2,-4,319.3,,72.5,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.75,52.322102,4.731866,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,52.322124,4.731833,-1.2,-4,319.2,,,D 1.2,58.75,,20,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,341,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),26.5,45,,N52 19.30,
494.25,52.322144,4.731802,-1.2,-4,319.1,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.5,52.322166,4.731769,-1.2,-4,319,,,D 1.2,,,,,,5.1,,,,,,,317.8,,,,,,,,,,,,,,,,,
494.75,52.322189,4.731735,-1.2,-4,318.9,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,52.322208,4.731699,-1.2,-4,318.8,,,D 1.2,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,341,341,,,,,44.8,,,16,0.15,Display - IAS (1),27,45,E004 43.90,,
495.25,52.322231,4.73166,-1.2,-4,318.8,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495.5,52.32225,4.731619,-1.2,-4,318.8,,,D 1.2,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
495.75,52.322273,4.731576,-1.2,-4,318.8,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,52.322296,4.731533,-1.2,-4,318.8,,,D 1.2,,20.1,20,20.13,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,16,0.15,Display - IAS (1),27,45,,,
496.25,52.322315,4.73149,-1.2,-4,318.9,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.5,52.322338,4.731447,-1.2,-4,319,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.75,52.322361,4.731404,-1.2,-4,319.1,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,52.32238,4.731361,-1.2,-4,319.2,,0,D 1.2,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),27,45,,,
497.25,52.322403,4.731318,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.5,52.322426,4.731276,-1.2,-4,319.2,,72,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.75,52.322449,4.731233,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,52.322472,4.73119,-1.2,-4,319.2,,,D 1.2,58.75,,20.13,20,,,True (1),True (1),True (1),True (1),41.8,5,0,348,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),27,45,,N52 19.32,
498.25,52.322502,4.731147,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.5,52.322533,4.731104,-1.2,-4,319.2,,,D 1.2,,,,,,5.1,,,,,,,318.2,,,,,,,,,,,,,,,,,
498.75,52.322563,4.731063,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,52.322598,4.731025,-1.2,-4,319.2,,,D 1.2,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),27,45,E004 43.86,,
499.25,52.322628,4.730988,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499.5,52.322662,4.730954,-1.2,-4,319.2,,,D 1.2,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
499.75,52.322693,4.730922,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,52.322723,4.730889,-1.2,-4,319.2,,,D 1.2,,20.1,20.13,20.13,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,15.25,0.15,Display - IAS (1),27.5,45,,,
500.25,52.322758,4.730857,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.5,52.322788,4.730825,-1.2,-4,319.2,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.75,52.322823,4.730793,-1.2,-4,319.2,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,52.322853,4.730761,-1.2,-4,319.2,,0,D 1.1,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),27.5,45,,,
501.25,52.322887,4.730729,-1.2,-4,319.2,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501.5,52.322918,4.730696,-1.2,-4,319.2,,71.5,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501.75,52.322948,4.730664,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,52.322975,4.730632,-1.2,-4,319.2,,,D 0.9,58.75,,20.13,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,348,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),27.5,45,,N52 19.35,
502.25,52.323002,4.7306,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502.5,52.323025,4.730567,-1.2,-4,319.3,,,D 0.9,,,,,,5.1,,,,,,,318.2,,,,,,,,,,,,,,,,,
502.75,52.323048,4.730536,-1.2,-4,319.4,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,52.323067,4.730503,-1.2,-4,319.5,64466,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,16,0.15,Display - IAS (1),27.5,45,E004 43.83,,
503.25,52.32309,4.730471,-1.2,-4,319.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503.5,52.323112,4.730439,-1.2,-4,319.7,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
503.75,52.323132,4.730407,-1.2,-4,319.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,52.323154,4.730374,-1.2,-4,319.9,,,D 0.7,,20.1,20.13,20.13,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,16,0.15,Display - IAS (1),27.5,45,,,
504.25,52.323174,4.730342,-1.2,-4,319.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504.5,52.323196,4.73031,-1.2,-4,320,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504.75,52.323219,4.730278,-1.2,-4,320.1,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,52.323238,4.730246,-1.2,-4,320.2,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,15.75,0.15,Display - IAS (1),27.5,45,,,
505.25,52.323261,4.730214,-1.2,-4,320.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505.5,52.32328,4.730181,-1.2,-4,320.2,,71.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505.75,52.323303,4.730149,-1.2,-4,320.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,52.323326,4.730117,-1.2,-4,320.2,,,D 0.7,58.75,,20.13,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,348,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),27,45,,N52 19.37,
506.25,52.323345,4.730085,-1.2,-4,320.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.5,52.323368,4.730052,-1.2,-4,320.2,,,D 0.7,,,,,,5.1,,,,,,,319.2,,,,,,,,,,,,,,,,,
506.75,52.323391,4.730021,-1.2,-4,320.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,52.32341,4.729988,-1.2,-4,320.2,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.8,,,15.5,0.15,Display - IAS (1),27.5,45,E004 43.80,,
507.25,52.323433,4.729956,-1.2,-4,320.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507.5,52.323456,4.729924,-1.2,-4,320.2,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
507.75,52.323475,4.729892,-1.2,-4,320.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,52.323498,4.729859,-1.2,-4,320.2,,,D 0.7,,20.1,20.13,20.13,,5.2,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,15.5,0.15,Display - IAS (1),27,45,,,
508.25,52.323517,4.729827,-1.2,-4,320.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508.5,52.32354,4.729795,-1.2,-4,320.4,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508.75,52.323563,4.729763,-1.2,-4,320.5,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,52.323582,4.729731,-1.2,-4,320.6,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,15.25,0.15,Display - IAS (1),27,45,,,
509.25,52.323605,4.729699,-1.2,-4,320.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.5,52.323624,4.729666,-1.2,-4,320.6,,72,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.75,52.32365,4.729634,-1.2,-4,320.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,52.323673,4.729602,-1.2,-4,320.6,,,D 0.7,58.75,,20.13,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,348,341,,,,,44.8,,,15.75,0.15,Display - IAS (1),27,45,,N52 19.39,
510.25,52.323704,4.72957,-1.2,-4,320.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510.5,52.323734,4.729537,-1.2,-4,320.6,,,D 0.9,,,,,,5.1,,,,,,,319.6,,,,,,,,,,,,,,,,,
510.75,52.323765,4.729506,-1.2,-4,320.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,52.323799,4.729473,-1.2,-4,320.6,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),27,45,E004 43.76,,
511.25,52.32383,4.729441,-1.2,-4,320.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511.5,52.32386,4.729409,-1.2,-4,320.4,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
511.75,52.323895,4.729377,-1.2,-4,320.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,52.323925,4.729344,-1.2,-4,320.2,,,D 0.9,,20.1,20.13,20.25,,5.2,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.9,,,16.75,0.15,Display - IAS (1),27,45,,,
512.25,52.323959,4.729312,-1.2,-4,320.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512.5,52.32399,4.72928,-1.2,-4,320,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512.75,52.324024,4.729248,-1.2,-4,319.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,52.324055,4.729216,-1.2,-4,319.9,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),27,45,,,
513.25,52.324089,4.729184,-1.2,-4,319.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.5,52.32412,4.729151,-1.2,-4,319.7,,72,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.75,52.32415,4.729119,-1.2,-4,319.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,52.324177,4.729087,-1.2,-4,319.5,,,D 0.9,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),26.5,45,,N52 19.42,
514.25,52.324203,4.729055,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514.5,52.324226,4.729023,-1.2,-4,319.5,,,D 0.9,,,,,,5.1,,,,,,,318.2,,,,,,,,,,,,,,,,,
514.75,52.324249,4.728991,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,52.324268,4.728958,-1.2,-4,319.5,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),25.5,45,E004 43.73,,
515.25,52.324291,4.728926,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.5,52.32431,4.728894,-1.2,-4,319.5,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
515.75,52.324333,4.728862,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,52.324356,4.728829,-1.2,-4,319.5,,,D 0.9,,20.3,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,16.25,0.15,Display - IAS (1),25,45,,,
516.25,52.324375,4.728797,-1.2,-4,319.4,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.5,52.324398,4.728765,-1.2,-4,319.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.75,52.324421,4.728733,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,52.32444,4.728701,-1.2,-4,319.2,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.8,,,16.25,0.15,Display - IAS (1),24,45,,,
517.25,52.324463,4.728669,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.5,52.324486,4.728636,-1.2,-4,319.2,,75.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.75,52.324505,4.728604,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,52.324528,4.728572,-1.2,-4,319.2,,,D 0.9,58.75,,20.13,20.13,,,True (1),True (1),True (1),True (1),41.8,5,0,348,341,,,,,44.9,,,16.5,0.15,Display - IAS (1),23.5,45,,N52 19.44,
518.25,52.324547,4.72854,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518.5,52.32457,4.728508,-1.2,-4,319.2,,,D 0.9,,,,,,5.2,,,,,,,317.8,,,,,,,,,,,,,,,,,
518.75,52.324593,4.728476,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,52.324612,4.728443,-1.2,-4,319.2,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),23.5,45,E004 43.70,,
519.25,52.324635,4.728411,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519.5,52.324654,4.728379,-1.2,-4,319.2,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
519.75,52.324677,4.728347,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,52.324699,4.728314,-1.2,-4,319.2,,,D 0.9,,20.1,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),23.5,45,,,
520.25,52.324718,4.728282,-1.2,-4,319.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.5,52.324741,4.72825,-1.2,-4,319.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.75,52.324764,4.728218,-1.2,-4,319.4,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,52.324783,4.728186,-1.2,-4,319.5,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),23.5,45,,,
521.25,52.324806,4.728154,-1.2,-4,319.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.5,52.324829,4.728121,-1.2,-4,319.7,,75.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.75,52.324848,4.728089,-1.2,-4,319.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,52.324863,4.728057,-1.2,-4,319.9,,,D 0.9,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,16.5,0.15,Display - IAS (1),23.5,45,,N52 19.46,
522.25,52.324879,4.728025,-1.2,-4,319.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522.5,52.32489,4.727993,-1.2,-4,319.7,,,D 0.9,,,,,,5.1,,,,,,,318.5,,,,,,,,,,,,,,,,,
522.75,52.324902,4.727961,-1.2,-4,319.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,52.324913,4.727928,-1.2,-4,319.5,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,356,341,,,,,44.9,143,,16.5,0.15,Display - IAS (1),23.5,45,E004 43.67,,
523.25,52.324924,4.727896,-1.2,-4,319.5,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523.5,52.324936,4.727864,-1.2,-4,319.5,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
523.75,52.324944,4.727832,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,52.324955,4.727799,-1.2,-4,319.5,,,D 0.9,,20.1,20.13,20.25,,5.1,True (1),True (1),True (1),True (1),41.8,5,,348,341,,,,,44.9,,,16.5,0.15,Display - IAS (1),23.5,45,,,
524.25,52.324966,4.727767,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524.5,52.324978,4.727735,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524.75,52.324989,4.727703,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,52.325001,4.727671,-1.2,-4,319.5,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),23.5,45,,,
525.25,52.325008,4.727639,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525.5,52.32502,4.727606,-1.2,-4,319.5,,75.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525.75,52.325035,4.727574,-1.2,-4,319.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,52.325047,4.727542,-1.2,-4,319.5,,,D 0.9,58.75,,20.13,20.25,,,True (1),True (1),True (1),True (1),41.8,5,0,348,348,,,,,44.9,,,16.75,0.15,Display - IAS (1),23,45,,N52 19.47,
